order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,qunatity,price
SO44192,47,2571,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
SO44193,47,17165,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
SO44194,45,6065,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
SO44195,48,6250,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
SO44196,49,6296,2011-03-14,2011-03-21,2011-03-26,3578,1,3578
SO44197,47,17097,2011-03-15,2011-03-22,2011-03-27,3578,1,3578
SO44198,45,17151,2011-03-15,2011-03-22,2011-03-27,3578,1,3578
SO44199,48,6260,2011-03-15,2011-03-22,2011-03-27,3578,1,3578
SO44200,46,6313,2011-03-15,2011-03-22,2011-03-27,3578,1,3578
SO44201,48,1255,2011-03-16,2011-03-23,2011-03-28,3578,1,3578
SO44202,46,17160,2011-03-16,2011-03-23,2011-03-28,3578,1,3578
SO44203,47,17150,2011-03-16,2011-03-23,2011-03-28,3578,1,3578
SO44204,63,3581,2011-03-16,2011-03-23,2011-03-28,699,1,699
SO44205,47,6286,2011-03-16,2011-03-23,2011-03-28,3578,1,3578
SO44206,70,251,2011-03-17,2011-03-24,2011-03-29,3400,1,3400
SO44207,48,17163,2011-03-17,2011-03-24,2011-03-29,3578,1,3578
SO44208,70,14880,2011-03-17,2011-03-24,2011-03-29,3400,1,3400
SO44209,46,6258,2011-03-17,2011-03-24,2011-03-29,3578,1,3578
SO44210,45,2784,2011-03-18,2011-03-25,2011-03-30,3578,1,3578
SO44211,48,17155,2011-03-18,2011-03-25,2011-03-30,3578,1,3578
SO44212,47,17171,2011-03-18,2011-03-25,2011-03-30,3578,1,3578
SO44213,45,6352,2011-03-18,2011-03-25,2011-03-30,3578,1,3578
SO44214,46,6333,2011-03-18,2011-03-25,2011-03-30,3578,1,3578
SO44215,47,17181,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44216,49,2561,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44217,45,17149,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44218,46,11110,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44219,64,3591,2011-03-19,2011-03-26,2011-03-31,699,1,699
SO44220,68,61,2011-03-19,2011-03-26,2011-03-31,3400,1,3400
SO44221,49,6256,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44222,46,6259,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44223,45,2848,2011-03-20,2011-03-27,2011-04-01,3578,1,3578
SO44224,49,17167,2011-03-20,2011-03-27,2011-04-01,3578,1,3578
SO44225,56,9061,2011-03-21,2011-03-28,2011-04-02,699,1,699
SO44226,48,1256,2011-03-21,2011-03-28,2011-04-02,3578,1,3578
SO44227,72,17402,2011-03-21,2011-03-28,2011-04-02,3375,1,3375
SO44228,67,334,2011-03-21,2011-03-28,2011-04-02,3400,1,3400
SO44229,67,14887,2011-03-21,2011-03-28,2011-04-02,3400,1,3400
SO44230,47,6242,2011-03-21,2011-03-28,2011-04-02,3578,1,3578
SO44231,62,6974,2011-03-21,2011-03-28,2011-04-02,699,1,699
SO44232,47,6335,2011-03-21,2011-03-28,2011-04-02,3578,1,3578
SO44233,45,2842,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44234,47,17185,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44235,48,11118,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44236,47,17192,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44237,45,6057,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44238,46,6080,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44239,46,1218,2011-03-23,2011-03-30,2011-04-04,3578,1,3578
SO44240,46,2581,2011-03-23,2011-03-30,2011-04-04,3578,1,3578
SO44241,48,17156,2011-03-23,2011-03-30,2011-04-04,3578,1,3578
SO44242,48,17164,2011-03-23,2011-03-30,2011-04-04,3578,1,3578
SO44243,47,6279,2011-03-23,2011-03-30,2011-04-04,3578,1,3578
SO44244,47,6330,2011-03-23,2011-03-30,2011-04-04,3578,1,3578
SO44245,60,14557,2011-03-23,2011-03-30,2011-04-04,699,1,699
SO44246,47,1220,2011-03-24,2011-03-31,2011-04-05,3578,1,3578
SO44247,45,6234,2011-03-24,2011-03-31,2011-04-05,3578,1,3578
SO44248,48,6241,2011-03-24,2011-03-31,2011-04-05,3578,1,3578
SO44249,48,2846,2011-03-25,2011-04-01,2011-04-06,3578,1,3578
SO44250,47,17168,2011-03-25,2011-04-01,2011-04-06,3578,1,3578
SO44251,46,17191,2011-03-25,2011-04-01,2011-04-06,3578,1,3578
SO44252,47,2778,2011-03-26,2011-04-02,2011-04-07,3578,1,3578
SO44253,45,17100,2011-03-26,2011-04-02,2011-04-07,3578,1,3578
SO44254,49,17143,2011-03-26,2011-04-02,2011-04-07,3578,1,3578
SO44255,65,3586,2011-03-26,2011-04-02,2011-04-07,699,1,699
SO44256,47,6233,2011-03-26,2011-04-02,2011-04-07,3578,1,3578
SO44257,48,1213,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44258,45,2580,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44259,47,17172,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44260,47,17195,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44261,47,11113,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44262,56,9150,2011-03-27,2011-04-03,2011-04-08,699,1,699
SO44263,45,6280,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44264,48,6287,2011-03-27,2011-04-03,2011-04-08,3578,1,3578
SO44265,55,14558,2011-03-27,2011-04-03,2011-04-08,699,1,699
SO44266,63,14560,2011-03-27,2011-04-03,2011-04-08,699,1,699
SO44267,63,8340,2011-03-28,2011-04-04,2011-04-09,699,1,699
SO44268,47,2821,2011-03-28,2011-04-04,2011-04-09,3578,1,3578
SO44269,58,3590,2011-03-29,2011-04-05,2011-04-10,699,1,699
SO44270,49,2795,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44271,49,2847,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44272,46,1257,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44273,46,17148,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44274,49,17153,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44275,46,6257,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44276,48,6278,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44277,46,6289,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44278,45,6294,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44279,48,6327,2011-03-30,2011-04-06,2011-04-11,3578,1,3578
SO44320,49,3430,2011-03-31,2011-04-07,2011-04-12,3578,1,3578
SO44321,46,17223,2011-03-31,2011-04-07,2011-04-12,3578,1,3578
SO44322,59,6976,2011-03-31,2011-04-07,2011-04-12,699,1,699
SO44323,67,73,2011-03-31,2011-04-07,2011-04-12,3400,1,3400
SO44324,46,1268,2011-04-01,2011-04-08,2011-04-13,3578,1,3578
SO44325,74,96,2011-04-01,2011-04-08,2011-04-13,3375,1,3375
SO44326,47,6729,2011-04-01,2011-04-08,2011-04-13,3578,1,3578
SO44327,49,17599,2011-04-02,2011-04-09,2011-04-14,3578,1,3578
SO44328,45,6922,2011-04-02,2011-04-09,2011-04-14,3578,1,3578
SO44329,46,6905,2011-04-02,2011-04-09,2011-04-14,3578,1,3578
SO44330,47,17200,2011-04-02,2011-04-09,2011-04-14,3578,1,3578
SO44331,46,17258,2011-04-03,2011-04-10,2011-04-15,3578,1,3578
SO44332,45,6511,2011-04-03,2011-04-10,2011-04-15,3578,1,3578
SO44333,68,344,2011-04-04,2011-04-11,2011-04-16,3400,1,3400
SO44334,46,17274,2011-04-04,2011-04-11,2011-04-16,3578,1,3578
SO44335,57,9166,2011-04-04,2011-04-11,2011-04-16,699,1,699
SO44336,68,14896,2011-04-04,2011-04-11,2011-04-16,3400,1,3400
SO44337,74,98,2011-04-04,2011-04-11,2011-04-16,3375,1,3375
SO44338,49,7189,2011-04-04,2011-04-11,2011-04-16,3578,1,3578
SO44339,46,7190,2011-04-04,2011-04-11,2011-04-16,3578,1,3578
SO44340,49,6355,2011-04-04,2011-04-11,2011-04-16,3578,1,3578
SO44341,71,14906,2011-04-05,2011-04-12,2011-04-17,3375,1,3375
SO44342,55,3611,2011-04-05,2011-04-12,2011-04-17,699,1,699
SO44343,49,6921,2011-04-05,2011-04-12,2011-04-17,3578,1,3578
SO44344,45,3428,2011-04-06,2011-04-13,2011-04-18,3578,1,3578
SO44345,48,17201,2011-04-06,2011-04-13,2011-04-18,3578,1,3578
SO44346,63,3603,2011-04-06,2011-04-13,2011-04-18,699,1,699
SO44347,47,6912,2011-04-06,2011-04-13,2011-04-18,3578,1,3578
SO44348,48,3160,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44349,46,17244,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44350,47,17245,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44351,49,17272,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44352,46,17298,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44353,58,3592,2011-04-07,2011-04-14,2011-04-19,699,1,699
SO44354,63,3604,2011-04-07,2011-04-14,2011-04-19,699,1,699
SO44355,70,94,2011-04-07,2011-04-14,2011-04-19,3400,1,3400
SO44356,68,100,2011-04-07,2011-04-14,2011-04-19,3400,1,3400
SO44357,45,6512,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44358,45,6733,2011-04-07,2011-04-14,2011-04-19,3578,1,3578
SO44359,46,3526,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44360,46,3159,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44361,45,2687,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44362,45,17260,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44363,47,17286,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44364,71,93,2011-04-08,2011-04-15,2011-04-20,3375,1,3375
SO44365,48,6913,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44366,48,6503,2011-04-08,2011-04-15,2011-04-20,3578,1,3578
SO44367,59,14563,2011-04-08,2011-04-15,2011-04-20,699,1,699
SO44368,49,3151,2011-04-09,2011-04-16,2011-04-21,3578,1,3578
SO44369,45,17251,2011-04-09,2011-04-16,2011-04-21,3578,1,3578
SO44370,48,7194,2011-04-09,2011-04-16,2011-04-21,3578,1,3578
SO44371,46,6515,2011-04-09,2011-04-16,2011-04-21,3578,1,3578
SO44372,45,6737,2011-04-09,2011-04-16,2011-04-21,3578,1,3578
SO44373,45,2768,2011-04-10,2011-04-17,2011-04-22,3578,1,3578
SO44374,45,3158,2011-04-10,2011-04-17,2011-04-22,3578,1,3578
SO44375,45,3184,2011-04-10,2011-04-17,2011-04-22,3578,1,3578
SO44376,72,18400,2011-04-10,2011-04-17,2011-04-22,3375,1,3375
SO44377,45,17235,2011-04-10,2011-04-17,2011-04-22,3578,1,3578
SO44378,72,14904,2011-04-10,2011-04-17,2011-04-22,3375,1,3375
SO44379,74,81,2011-04-10,2011-04-17,2011-04-22,3375,1,3375
SO44380,45,6916,2011-04-10,2011-04-17,2011-04-22,3578,1,3578
SO44381,48,3192,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44382,70,342,2011-04-11,2011-04-18,2011-04-23,3400,1,3400
SO44383,45,17269,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44384,46,17297,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44385,49,17299,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44386,47,17588,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44387,74,97,2011-04-11,2011-04-18,2011-04-23,3375,1,3375
SO44388,45,6925,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44389,48,6926,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44390,49,6354,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44391,48,6731,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44392,49,6911,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44393,68,18399,2011-04-12,2011-04-19,2011-04-24,3400,1,3400
SO44394,48,17247,2011-04-12,2011-04-19,2011-04-24,3578,1,3578
SO44395,49,17340,2011-04-12,2011-04-19,2011-04-24,3578,1,3578
SO44396,68,14902,2011-04-12,2011-04-19,2011-04-24,3400,1,3400
SO44397,60,3597,2011-04-12,2011-04-19,2011-04-24,699,1,699
SO44398,47,6734,2011-04-12,2011-04-19,2011-04-24,3578,1,3578
SO44399,46,17241,2011-04-13,2011-04-20,2011-04-25,3578,1,3578
SO44400,47,17589,2011-04-13,2011-04-20,2011-04-25,3578,1,3578
SO44401,47,6516,2011-04-13,2011-04-20,2011-04-25,3578,1,3578
SO44402,49,2667,2011-04-14,2011-04-21,2011-04-26,3578,1,3578
SO44403,73,8845,2011-04-14,2011-04-21,2011-04-26,3375,1,3375
SO44404,49,17222,2011-04-15,2011-04-22,2011-04-27,3578,1,3578
SO44405,45,17225,2011-04-15,2011-04-22,2011-04-27,3578,1,3578
SO44406,48,17300,2011-04-15,2011-04-22,2011-04-27,3578,1,3578
SO44407,74,78,2011-04-15,2011-04-22,2011-04-27,3375,1,3375
SO44408,74,104,2011-04-15,2011-04-22,2011-04-27,3375,1,3375
SO44409,55,14564,2011-04-15,2011-04-22,2011-04-27,699,1,699
SO44410,45,17224,2011-04-16,2011-04-23,2011-04-28,3578,1,3578
SO44411,47,17585,2011-04-16,2011-04-23,2011-04-28,3578,1,3578
SO44412,72,101,2011-04-16,2011-04-23,2011-04-28,3375,1,3375
SO44413,45,2607,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44414,46,17341,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44415,47,17356,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44416,68,70,2011-04-17,2011-04-24,2011-04-29,3400,1,3400
SO44417,46,6918,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44418,46,6920,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44419,45,6353,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44420,46,6513,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44421,48,2608,2011-04-18,2011-04-25,2011-04-30,3578,1,3578
SO44422,58,8354,2011-04-18,2011-04-25,2011-04-30,699,1,699
SO44423,48,17587,2011-04-18,2011-04-25,2011-04-30,3578,1,3578
SO44424,47,6917,2011-04-18,2011-04-25,2011-04-30,3578,1,3578
SO44425,46,6505,2011-04-18,2011-04-25,2011-04-30,3578,1,3578
SO44426,49,2771,2011-04-19,2011-04-26,2011-05-01,3578,1,3578
SO44427,49,3147,2011-04-19,2011-04-26,2011-05-01,3578,1,3578
SO44428,48,17363,2011-04-19,2011-04-26,2011-05-01,3578,1,3578
SO44429,49,17584,2011-04-19,2011-04-26,2011-05-01,3578,1,3578
SO44430,48,6928,2011-04-19,2011-04-26,2011-05-01,3578,1,3578
SO44431,47,6726,2011-04-19,2011-04-26,2011-05-01,3578,1,3578
SO44432,49,3166,2011-04-20,2011-04-27,2011-05-02,3578,1,3578
SO44433,47,17271,2011-04-20,2011-04-27,2011-05-02,3578,1,3578
SO44434,45,17581,2011-04-20,2011-04-27,2011-05-02,3578,1,3578
SO44435,47,17574,2011-04-21,2011-04-28,2011-05-03,3578,1,3578
SO44436,56,15631,2011-04-21,2011-04-28,2011-05-03,699,1,699
SO44437,67,77,2011-04-21,2011-04-28,2011-05-03,3400,1,3400
SO44438,47,6910,2011-04-21,2011-04-28,2011-05-03,3578,1,3578
SO44439,45,3196,2011-04-22,2011-04-29,2011-05-04,3578,1,3578
SO44440,47,1262,2011-04-22,2011-04-29,2011-05-04,3578,1,3578
SO44441,47,11119,2011-04-22,2011-04-29,2011-05-04,3578,1,3578
SO44442,62,3600,2011-04-22,2011-04-29,2011-05-04,699,1,699
SO44443,45,6371,2011-04-22,2011-04-29,2011-05-04,3578,1,3578
SO44444,46,2698,2011-04-24,2011-05-01,2011-05-06,3578,1,3578
SO44445,49,6479,2011-04-25,2011-05-02,2011-05-07,3578,1,3578
SO44446,48,6915,2011-04-25,2011-05-02,2011-05-07,3578,1,3578
SO44447,47,1266,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44448,46,17265,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44449,47,17294,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44450,45,17295,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44451,48,17296,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44452,61,9165,2011-04-26,2011-05-03,2011-05-08,699,1,699
SO44453,45,6924,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44454,45,6927,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44455,47,6514,2011-04-26,2011-05-03,2011-05-08,3578,1,3578
SO44456,55,14561,2011-04-26,2011-05-03,2011-05-08,699,1,699
SO44457,46,17197,2011-04-27,2011-05-04,2011-05-09,3578,1,3578
SO44458,49,17248,2011-04-27,2011-05-04,2011-05-09,3578,1,3578
SO44459,49,17289,2011-04-27,2011-05-04,2011-05-09,3578,1,3578
SO44460,62,9151,2011-04-27,2011-05-04,2011-05-09,699,1,699
SO44461,48,6919,2011-04-27,2011-05-04,2011-05-09,3578,1,3578
SO44462,46,3156,2011-04-28,2011-05-05,2011-05-10,3578,1,3578
SO44463,61,8341,2011-04-28,2011-05-05,2011-05-10,699,1,699
SO44464,49,11121,2011-04-28,2011-05-05,2011-05-10,3578,1,3578
SO44465,55,3614,2011-04-28,2011-05-05,2011-05-10,699,1,699
SO44466,62,15641,2011-04-28,2011-05-05,2011-05-10,699,1,699
SO44467,69,71,2011-04-28,2011-05-05,2011-05-10,3400,1,3400
SO44468,74,76,2011-04-28,2011-05-05,2011-05-10,3375,1,3375
SO44469,49,6735,2011-04-28,2011-05-05,2011-05-10,3578,1,3578
SO44470,48,6736,2011-04-28,2011-05-05,2011-05-10,3578,1,3578
SO44471,56,14562,2011-04-28,2011-05-05,2011-05-10,699,1,699
SO44472,47,2686,2011-04-29,2011-05-06,2011-05-11,3578,1,3578
SO44473,47,17256,2011-04-29,2011-05-06,2011-05-11,3578,1,3578
SO44474,60,3602,2011-04-29,2011-05-06,2011-05-11,699,1,699
SO44475,68,102,2011-04-29,2011-05-06,2011-05-11,3400,1,3400
SO44476,49,6914,2011-04-29,2011-05-06,2011-05-11,3578,1,3578
SO44477,45,6923,2011-04-29,2011-05-06,2011-05-11,3578,1,3578
SO44478,49,6727,2011-04-29,2011-05-06,2011-05-11,3578,1,3578
SO44479,73,18392,2011-04-30,2011-05-07,2011-05-12,3375,1,3375
SO44480,73,14892,2011-04-30,2011-05-07,2011-05-12,3375,1,3375
SO44571,70,18449,2011-05-01,2011-05-08,2011-05-13,3400,1,3400
SO44572,49,17665,2011-05-01,2011-05-08,2011-05-13,3578,1,3578
SO44573,70,14918,2011-05-01,2011-05-08,2011-05-13,3400,1,3400
SO44574,72,108,2011-05-01,2011-05-08,2011-05-13,3375,1,3375
SO44575,67,111,2011-05-01,2011-05-08,2011-05-13,3400,1,3400
SO44576,48,17661,2011-05-01,2011-05-08,2011-05-13,3578,1,3578
SO44577,49,17668,2011-05-02,2011-05-09,2011-05-14,3578,1,3578
SO44578,49,17654,2011-05-02,2011-05-09,2011-05-14,3578,1,3578
SO44579,47,17663,2011-05-02,2011-05-09,2011-05-14,3578,1,3578
SO44580,49,2783,2011-05-03,2011-05-10,2011-05-15,3578,1,3578
SO44581,71,109,2011-05-03,2011-05-10,2011-05-15,3375,1,3375
SO44582,69,135,2011-05-03,2011-05-10,2011-05-15,3400,1,3400
SO44583,45,7211,2011-05-03,2011-05-10,2011-05-15,3578,1,3578
SO44584,48,17672,2011-05-04,2011-05-11,2011-05-16,3578,1,3578
SO44585,47,17791,2011-05-04,2011-05-11,2011-05-16,3578,1,3578
SO44586,49,17795,2011-05-04,2011-05-11,2011-05-16,3578,1,3578
SO44587,46,17628,2011-05-04,2011-05-11,2011-05-16,3578,1,3578
SO44588,66,15684,2011-05-04,2011-05-11,2011-05-16,699,1,699
SO44589,69,105,2011-05-04,2011-05-11,2011-05-16,3400,1,3400
SO44590,45,2796,2011-05-05,2011-05-12,2011-05-17,3578,1,3578
SO44591,60,6988,2011-05-05,2011-05-12,2011-05-17,699,1,699
SO44592,49,17762,2011-05-05,2011-05-12,2011-05-17,3578,1,3578
SO44593,48,17646,2011-05-05,2011-05-12,2011-05-17,3578,1,3578
SO44594,45,7251,2011-05-05,2011-05-12,2011-05-17,3578,1,3578
SO44595,68,125,2011-05-05,2011-05-12,2011-05-17,3400,1,3400
SO44596,48,7239,2011-05-05,2011-05-12,2011-05-17,3578,1,3578
SO44597,45,1291,2011-05-06,2011-05-13,2011-05-18,3578,1,3578
SO44598,71,18401,2011-05-06,2011-05-13,2011-05-18,3375,1,3375
SO44599,45,17793,2011-05-06,2011-05-13,2011-05-18,3578,1,3578
SO44600,49,7244,2011-05-06,2011-05-13,2011-05-18,3578,1,3578
SO44601,68,118,2011-05-06,2011-05-13,2011-05-18,3400,1,3400
SO44602,49,3703,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44603,66,9168,2011-05-07,2011-05-14,2011-05-19,699,1,699
SO44604,56,8365,2011-05-07,2011-05-14,2011-05-19,699,1,699
SO44605,49,17673,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44606,48,17773,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44607,45,17775,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44608,48,7201,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44609,46,7221,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44610,48,7242,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44611,49,2779,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44612,46,17676,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44613,48,17629,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44614,47,17651,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44615,49,17655,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44616,49,17656,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44617,48,17667,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44618,49,7206,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44619,47,2790,2011-05-09,2011-05-16,2011-05-21,3578,1,3578
SO44620,47,7205,2011-05-09,2011-05-16,2011-05-21,3578,1,3578
SO44621,48,7218,2011-05-09,2011-05-16,2011-05-21,3578,1,3578
SO44622,46,2772,2011-05-09,2011-05-16,2011-05-21,3578,1,3578
SO44623,47,1302,2011-05-10,2011-05-17,2011-05-22,3578,1,3578
SO44624,66,8358,2011-05-10,2011-05-17,2011-05-22,699,1,699
SO44625,49,17659,2011-05-10,2011-05-17,2011-05-22,3578,1,3578
SO44626,48,7273,2011-05-10,2011-05-17,2011-05-22,3578,1,3578
SO44627,72,110,2011-05-10,2011-05-17,2011-05-22,3375,1,3375
SO44628,71,357,2011-05-10,2011-05-17,2011-05-22,3375,1,3375
SO44629,46,7210,2011-05-10,2011-05-17,2011-05-22,3578,1,3578
SO44630,47,17766,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44631,45,17630,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44632,49,7197,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44633,45,7204,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44634,46,7214,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44635,45,7219,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44636,49,3706,2011-05-12,2011-05-19,2011-05-24,3578,1,3578
SO44637,46,17645,2011-05-12,2011-05-19,2011-05-24,3578,1,3578
SO44638,45,17652,2011-05-12,2011-05-19,2011-05-24,3578,1,3578
SO44639,60,3618,2011-05-12,2011-05-19,2011-05-24,699,1,699
SO44640,48,7247,2011-05-12,2011-05-19,2011-05-24,3578,1,3578
SO44641,48,7256,2011-05-12,2011-05-19,2011-05-24,3578,1,3578
SO44642,60,14568,2011-05-12,2011-05-19,2011-05-24,699,1,699
SO44643,49,1281,2011-05-13,2011-05-20,2011-05-25,3578,1,3578
SO44644,46,1280,2011-05-13,2011-05-20,2011-05-25,3578,1,3578
SO44645,67,345,2011-05-13,2011-05-20,2011-05-25,3400,1,3400
SO44646,67,18450,2011-05-13,2011-05-20,2011-05-25,3400,1,3400
SO44647,47,17771,2011-05-13,2011-05-20,2011-05-25,3578,1,3578
SO44648,67,14917,2011-05-13,2011-05-20,2011-05-25,3400,1,3400
SO44649,67,14925,2011-05-13,2011-05-20,2011-05-25,3400,1,3400
SO44650,74,148,2011-05-13,2011-05-20,2011-05-25,3375,1,3375
SO44651,48,3721,2011-05-14,2011-05-21,2011-05-26,3578,1,3578
SO44652,73,17408,2011-05-14,2011-05-21,2011-05-26,3375,1,3375
SO44653,58,9171,2011-05-14,2011-05-21,2011-05-26,699,1,699
SO44654,48,17620,2011-05-14,2011-05-21,2011-05-26,3578,1,3578
SO44655,69,106,2011-05-14,2011-05-21,2011-05-26,3400,1,3400
SO44656,46,7276,2011-05-14,2011-05-21,2011-05-26,3578,1,3578
SO44657,73,121,2011-05-14,2011-05-21,2011-05-26,3375,1,3375
SO44658,47,7202,2011-05-14,2011-05-21,2011-05-26,3578,1,3578
SO44659,48,7209,2011-05-14,2011-05-21,2011-05-26,3578,1,3578
SO44660,45,17776,2011-05-15,2011-05-22,2011-05-27,3578,1,3578
SO44661,63,3640,2011-05-15,2011-05-22,2011-05-27,699,1,699
SO44662,72,152,2011-05-15,2011-05-22,2011-05-27,3375,1,3375
SO44663,48,7213,2011-05-15,2011-05-22,2011-05-27,3578,1,3578
SO44664,46,7223,2011-05-15,2011-05-22,2011-05-27,3578,1,3578
SO44665,62,14565,2011-05-15,2011-05-22,2011-05-27,699,1,699
SO44666,48,17764,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO44667,45,17796,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO44668,48,17622,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO44669,73,14943,2011-05-16,2011-05-23,2011-05-28,3375,1,3375
SO44670,48,7246,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO44671,46,7269,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO44672,45,7208,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO44673,49,2791,2011-05-17,2011-05-24,2011-05-29,3578,1,3578
SO44674,49,17636,2011-05-17,2011-05-24,2011-05-29,3578,1,3578
SO44675,63,14567,2011-05-17,2011-05-24,2011-05-29,699,1,699
SO44676,47,7199,2011-05-17,2011-05-24,2011-05-29,3578,1,3578
SO44677,45,11234,2011-05-18,2011-05-25,2011-05-30,3578,1,3578
SO44678,45,11122,2011-05-18,2011-05-25,2011-05-30,3578,1,3578
SO44679,69,107,2011-05-18,2011-05-25,2011-05-30,3400,1,3400
SO44680,47,1297,2011-05-19,2011-05-26,2011-05-31,3578,1,3578
SO44681,66,6983,2011-05-19,2011-05-26,2011-05-31,699,1,699
SO44682,45,17798,2011-05-19,2011-05-26,2011-05-31,3578,1,3578
